name,address_full,phone_number,rating,clean_address,latitude,longitude
Code-Cuisine Le Traiteur Grand-Est,"58 Rue du Bearn, 54400 Cosnes-et-Romain, France",+33 3 57 10 01 14,4.9,"58 Rue du Bearn, 54400 Cosnes-et-Romain, France",49.519116059498444,5.710215397139216
Un Chef à la maison ! David Ciré TRAITEUR,"3 Impasse De Hayes, 57640 Vry, France",+33 6 10 11 75 51,4.9,"3 Impasse De Hayes, 57640 Vry, France",49.18581333573953,6.33261172552941
Espace Traiteur,"8 Rue Émile Gallé, 54940 Belleville, France",+33 6 13 66 88 56,4.9,"8 Rue Émile Gallé, 54940 Belleville, France",48.8172318,6.1057296
le Traiteur Pierre Mayer et Nisse,"3 Pl. du Marché au Blé, 57220 Boulay-Moselle, France",+33 7 82 15 33 00,4.9,"3 Pl. du Marché au Blé, 57220 Boulay-Moselle, France",49.183586500551286,6.495636812472658
Le Relais Gourmand,"13 Rue de la Moselotte, 54520 Laxou, France",+33 3 83 21 79 53,4.8,"13 Rue de la Moselotte, 54520 Laxou, France",48.6980465,6.1249103
MikaZ,"3 Rue des Vosges, 57400 Buhl-Lorraine, France",+33 6 77 17 31 37,4.8,"3 Rue des Vosges, 57400 Buhl-Lorraine, France",48.725998,7.087852
Les Gentlemen's évents Traiteur,"15 Rue du Stade, 88560 Saint-Maurice-sur-Moselle, France",+33 7 66 68 36 97,4.4,"15 Rue du Stade, 88560 Saint-Maurice-sur-Moselle, France",47.85438894961834,6.812535785880788
Arpèges et Saveurs Gourmandes du Grand-Est,"Imp. de l'Estournel, 54170 Allain, France",+33 6 12 91 53 21,3.8,"Imp. de l'Estournel, 54170 Allain, France",48.551262397866076,5.8952092274704
Vernois Traiteur,"32 Rue nationale, 57420 Verny, France",+33 3 87 52 41 42,4.7,"32 Rue nationale, 57420 Verny, France",49.005746,6.20445
Traiteur Da Vinci - Al Bosco,"1 All. de la Cité des Chalets, 57600 Forbach, France",+33 6 17 75 04 42,4.9,"1 All. de la Cité des Chalets, 57600 Forbach, France",49.18592290536467,6.8689150711693445
"Croustillance, traiteur & créateur de saveurs","10 Rue de l'Estrey, 88440 Nomexy, France",+33 6 84 26 45 63,4.8,"10 Rue de l'Estrey, 88440 Nomexy, France",48.309336,6.3809314
TRESSON TRAITEUR,"Rue de Pont-à-Mousson, 57000 Metz, France",+33 6 13 29 46 88,4.6,"Rue de Pont-à-Mousson, 57000 Metz, France",49.10592385500219,6.164016942908709
Le Goût et Vous,"52 Rue du Plan Incliné, 57405 Arzviller, France",+33 3 87 23 05 48,4.6,"52 Rue du Plan Incliné, 57405 Arzviller, France",48.72060205,7.167510871144473
DAN traiteur,"51b Rue de la Potence, 57360 Amnéville, France",+33 6 16 04 42 21,4.9,"51b Rue de la Potence, 57360 Amnéville, France",49.21887167287473,6.065307861514748
Cuisto 57,"68 Rue Principale, 57550 Falck, France",+33 6 80 37 99 18,4.6,"68 Rue Principale, 57550 Falck, France",49.2325244,6.6358417
Sam Régale Les Papilles,"9 Rue de Willermont, 54540 Pexonne, France",+33 6 20 08 62 66,5.0,"9 Rue de Willermont, 54540 Pexonne, France",48.4844523,6.8685314
La Toque Mosellane Traiteur,"99 Rue Principale, 57980 Diebling, France",+33 3 87 02 82 32,4.5,"99 Rue Principale, 57980 Diebling, France",49.11193,6.933646
EMD Traiteur,"5 Rue Haie le Bailly, 57530 Silly-sur-Nied, France",+33 3 87 64 06 26,4.9,"5 Rue Haie le Bailly, 57530 Silly-sur-Nied, France",49.120861,6.35617
Lorraine Réception,"12 Rue Robert Schuman, 54850 Messein, France",+33 3 83 20 81 40,4.8,"12 Rue Robert Schuman, 54850 Messein, France",48.609786,6.1692318
Eric traiteur Bratte,"5 Grande Rue, 54610 Bratte, France",+33 3 83 35 21 53,5.0,"5 Grande Rue, 54610 Bratte, France",48.813923032429415,6.215777340559481
PIERRE TRAITEUR,"52 Rue du Pont, 57980 Diebling, France",+33 6 72 28 27 88,5.0,"52 Rue du Pont, 57980 Diebling, France",49.10963534565523,6.931449365588511
Le Goût du Partage,"12 Rue du Château, 54850 Messein, France",+33 7 56 92 72 65,5.0,"12 Rue du Château, 54850 Messein, France",48.611827,6.1402877
Les plats de gaia,"2 ter Rue des Meix, 54420 Cerville, France",+33 6 69 21 63 08,5.0,"2 ter Rue des Meix, 54420 Cerville, France",48.6971836,6.314378
Le tailleur du goût,"4 Bcle du Château, 57100 Manom, France",+33 6 87 62 74 78,5.0,"4 Bcle du Château, 57100 Manom, France",49.3835088,6.1664
Crazy Cook Catering,"12 Grand Rue, 67490 Gottesheim, France",+33 3 88 02 81 46,4.7,"12 Grand Rue, 67490 Gottesheim, France",48.7737692,7.4793181
Eric Traiteur,"13 Rue de Morville, 54700 Port-sur-Seille, France",+33 6 25 48 80 18,4.6,"13 Rue de Morville, 54700 Port-sur-Seille, France",48.905659645321705,6.160836902618135
TRAITEUR HENRI,"12 Rue des Ormes, 57200 Sarreguemines, France",+33 3 87 26 32 57,4.7,"12 Rue des Ormes, 57200 Sarreguemines, France",49.117022,7.086413
Le Traiteur Des Varennes,"8 Rue des Varennes, 52300 Osne-le-Val, France",+33 3 25 07 60 87,4.8,"8 Rue des Varennes, 52300 Osne-le-Val, France",48.495799566339805,5.189950707907211
"Traiteur Nancy ""LG Création","61 Rue Jules Ferry, 54110 Varangéville, France",+33 3 83 45 40 47,4.6,"61 Rue Jules Ferry, 54110 Varangéville, France",48.6350559,6.3214829
L'Art'Home Des Saveurs Traiteur,"7 Rue des Mésanges, 54115 Lalœuf, France",+33 6 74 94 73 40,4.9,"7 Rue des Mésanges, 54115 Lalœuf, France",48.4583751,6.0175367
Agapes Traiteur - Nancy & Toul,"Lotissement de Préville, 54840 Bois-de-Haye, France",+33 3 83 28 75 42,4.5,"Lotissement de Préville, 54840 Bois-de-Haye, France",48.69234784146032,6.034641800411967
Artisan Traiteur Didier Rigoni,"29 Rue Saint-Laurent, 57310 Bertrange, France",+33 3 82 50 84 64,4.2,"29 Rue Saint-Laurent, 57310 Bertrange, France",49.313533,6.195289
Paganis traiteur,"419 Rue Gustave Eiffel, 54710 Ludres, France",+33 3 83 48 66 42,4.8,"419 Rue Gustave Eiffel, 54710 Ludres, France",48.61027932528257,6.192535433613323
"L'échoppe traiteur de Laurent Meilleur Ouvrier de France, 1minute10 les casiers par l'echoppe","131 Av. Foch, 54270 Essey-lès-Nancy, France",+33 7 81 61 17 62,4.7,"131 Av. Foch, 54270 Essey-lès-Nancy, France",48.7051315,6.2284883
Fresh Traiteur Nancy,"413 Av. de Boufflers, 54520 Laxou, France",+33 7 86 11 24 97,4.4,"413 Av. de Boufflers, 54520 Laxou, France",48.69364917239655,6.136588547086927
Au panier gourmand,"31 Rue de la Libération, 57450 Henriville, France",+33 6 67 44 95 25,4.2,"31 Rue de la Libération, 57450 Henriville, France",49.09422508172994,6.8516696450506815
Toque Mosellane La,"100 Rue nationale, 57910 Hambach, France",+33 3 87 02 82 32,4.1,"100 Rue nationale, 57910 Hambach, France",49.061566,7.036774
A LA CARTE TRAITEUR & RESTAURANT - HALAL,"14 Rue de Verdun, 57700 Hayange, France",+33 3 74 47 28 72,4.9,"14 Rue de Verdun, 57700 Hayange, France",49.329105,6.060082
Cook N Roll Traiteur,"12 Rue de l'Hôtel de ville, 54240 Jœuf, France",+33 3 82 33 26 19,4.4,"12 Rue de l'Hôtel de ville, 54240 Jœuf, France",49.22776184531036,6.006198967733766
Cuisine Vraie,"8 Gr Grande Rue, 88700 Romont, France",+33 6 32 83 20 63,5.0,"8 Gr Grande Rue, 88700 Romont, France",48.356846011128646,6.589047673251225
Dom Traiteur Saveurs et gourmandises à Louvemont,"6 Rue du Four, 52130 Louvemont, France",+33 6 40 06 61 92,5.0,"6 Rue du Four, 52130 Louvemont, France",48.55212771057416,4.910717088241436
Nourit Delicatessen,"6 Rue Mazelle, 57000 Metz, France",+33 6 22 34 29 61,5.0,"6 Rue Mazelle, 57000 Metz, France",49.11773815,6.180479198549946
Maison Magira,"32 Rue de la Tête d'Or, 57000 Metz, France",+33 3 87 75 30 60,4.5,"32 Rue de la Tête d'Or, 57000 Metz, France",49.11715705,6.177721511428046
Julien Traiteur,"16 Rue Pasteur, 57570 Puttelange-lès-Thionville, France",+33 6 68 38 98 38,5.0,"16 Rue Pasteur, 57570 Puttelange-lès-Thionville, France",49.485157,6.261291
Lefort Traiteur,"14 Rue Basse des Fossés, 55300 Saint-Mihiel, France",+33 3 29 70 79 18,4.7,"14 Rue Basse des Fossés, 55300 Saint-Mihiel, France",48.89145851245233,5.541757429013245
Rose delice,"31 Rue de Salm, 54280 Seichamps, France",+33 7 82 39 54 15,4.7,"31 Rue de Salm, 54280 Seichamps, France",48.714284,6.2645442
"prestige de chef , amour et delice","162 Rue d'Alsace, 88100 Saint-Dié-des-Vosges, France",+33 6 60 21 48 59,4.7,"162 Rue d'Alsace, 88100 Saint-Dié-des-Vosges, France",48.2750568,6.9651887
La p'tite pause créole - FOOD TRUCK TRAITEUR CREOLE,"27 Rue d'Alsace, 54110 Varangéville, France",+33 6 51 72 07 56,4.8,"27 Rue d'Alsace, 54110 Varangéville, France",48.6321269,6.3274256
Milleetunplats,"204 Av. de Colmar, 67100 Strasbourg, France",+33 6 71 37 43 63,5.0,"204 Av. de Colmar, 67100 Strasbourg, France",48.5572276,7.7472929
Les Fermiers D'ici,"10 Av. des Érables, 54180 Houdemont, France",+33 3 72 47 23 00,5.0,"10 Av. des Érables, 54180 Houdemont, France",48.6439797,6.1871511
Lorraine Réception,"4 Rue Marconi, 57070 Metz, France",+33 3 87 20 41 96,4.4,"4 Rue Marconi, 57070 Metz, France",49.100812000000005,6.215765609037533
LE PALAIS DES GOURMANDS,"13 Grande Rue, 54290 Bayon, France",+33 6 27 49 11 75,4.9,"13 Grande Rue, 54290 Bayon, France",48.47547384350629,6.314262264009343
Reinhardt Philippe - Le Palais Gourmand - Charcutier Traiteur,"62 Grand Rue, 57400 Sarrebourg, France",+33 3 87 03 12 25,4.8,"62 Grand Rue, 57400 Sarrebourg, France",48.7345091,7.0551907
Kieffer traiteur,"1 All. du Château de Sury, 67550 Vendenheim, France",+33 3 88 83 45 45,4.5,"1 All. du Château de Sury, 67550 Vendenheim, France",48.67451210590215,7.720052988786896
CUISIN STUDIO,"11 Rue du Cercle, 67960 Entzheim, France",+33 6 81 06 29 64,5.0,"11 Rue du Cercle, 67960 Entzheim, France",48.5339173,7.6356575
Couscous Lella Nancy | Traiteur,"18 Rue Pierre Chalnot, 54000 Nancy, France",+33 7 81 81 42 27,4.9,"18 Rue Pierre Chalnot, 54000 Nancy, France",48.6851817,6.1733903
Traiteur Jerôme,"27 Rue de Wittisheim, 67600 Muttersholtz, France",+33 6 64 77 47 56,3.8,"27 Rue de Wittisheim, 67600 Muttersholtz, France",48.2668755,7.5379905
Traiteur Chez Soi,"26 Rue de l'Ardèche, 67100 Strasbourg, France",+33 3 88 40 01 96,4.1,"26 Rue de l'Ardèche, 67100 Strasbourg, France",48.5538725,7.7372927
La Maison Créole,"3 place de Gascogne, 57420 Solgne, France",+33 7 66 87 57 04,4.9,"3 place de Gascogne, 57420 Solgne, France",48.964782,6.29602
L'Artisan Gourmand,"30 Rte de Sarrebruck, 57530 Silly-sur-Nied, France",+33 6 83 16 93 23,5.0,"30 Rte de Sarrebruck, 57530 Silly-sur-Nied, France",49.1137227,6.3513849
Reinhardt Traiteur,"Zone artisanale, 57400 Sarrebourg, France",+33 3 87 03 44 64,5.0,"Zone artisanale, 57400 Sarrebourg, France",48.740923050000006,7.0822962794071085
Guilleminot Charcuterie Traiteur,"28 Rue Jean Jaurès, 10500 Brienne-le-Château, France",+33 3 25 92 80 14,4.6,"28 Rue Jean Jaurès, 10500 Brienne-le-Château, France",48.3953642,4.523914950750238
Etienne Traiteur / Le Coq Cervois,"73 Av. de Metz, 54320 Maxéville, France",+33 6 52 38 11 46,5.0,"73 Av. de Metz, 54320 Maxéville, France",48.711158,6.1675027
Les 3 L boucher traiteur halal,"13 Rue de Mon Désert, 54000 Nancy, France",+33 3 83 28 46 04,4.9,"13 Rue de Mon Désert, 54000 Nancy, France",48.6844287,6.1786233
Banh Bao Augny,"7 All. des Tilleuls, 57130 Jouy-aux-Arches, France",+33 6 72 12 08 05,4.2,"7 All. des Tilleuls, 57130 Jouy-aux-Arches, France",49.073493,6.101843885452463
M. Buffet Hervé,"16 Rue de l'Agriculture, 08400 Vouziers, France",+33 3 24 71 90 43,4.4,"16 Rue de l'Agriculture, 08400 Vouziers, France",49.3984708,4.6938008
Gilbin Traiteur Verdun,"2 Rue Charles Delvert, 55100 Verdun, France",+33 3 72 92 96 60,3.8,"2 Rue Charles Delvert, 55100 Verdun, France",49.1480889,5.4118208
Le Soleïade,"10 Rue de France, 55130 Demange-Baudignécourt, France",+33 3 29 92 01 19,4.9,"10 Rue de France, 55130 Demange-Baudignécourt, France",48.5697327,5.4615006
Boucherie-Charcuterie-Traiteur D-G,"31 Grand Rue, 57400 Sarrebourg, France",+33 3 54 83 13 81,4.8,"31 Grand Rue, 57400 Sarrebourg, France",48.7346075,7.0533744
Bugara Cedric,"10 Rue de la Roche, 88700 Bazien, France",+33 6 26 21 63 87,5.0,"10 Rue de la Roche, 88700 Bazien, France",48.411281,6.6791926
Morel,"8 Rue de la Verrerie, 55000 Fains-Véel, France",+33 3 29 79 00 91,4.2,"8 Rue de la Verrerie, 55000 Fains-Véel, France",48.79614,5.1224714
"Domaine, Restaurant & Traiteur M | Mariage & Réception Privée en Alsace, Lorraine, Bas Rhin, Moselle","9 Pl. Charles de Gaulle, 57565 Niderviller, France",+33 3 87 07 37 99,4.7,"9 Pl. Charles de Gaulle, 57565 Niderviller, France",48.712372178508076,7.107598119063225
Boucherie charcuterie traiteur Grandjean,"244 Av. du Général Leclerc, 54000 Nancy, France",+33 3 83 56 62 34,4.8,"244 Av. du Général Leclerc, 54000 Nancy, France",48.6724662,6.1728257
Steffen Traiteur,"8 Rte d'Arlon, 8410 Steinfort, Luxembourg",+352 39 96 50 300,4.5,"8 Rte d'Arlon, 8410 Steinfort, Luxembourg",49.65926555,5.91275205
The Chic'n,"2 B Imp. des Jardins, 54290 Crévéchamps, France",+33 7 66 37 19 12,5.0,"2 B Imp. des Jardins, 54290 Crévéchamps, France",48.52413921962616,6.2654470007173435
Gourmandises & Cie,"39 Rue du Mont, 54134 Ceintrey, France",+33 6 37 64 38 91,5.0,"39 Rue du Mont, 54134 Ceintrey, France",48.5258202,6.167226
La Petite Suisse - Bar / Restaurant / Traiteur,"98 Rue nationale, 57230 Éguelshardt, France",+33 3 87 06 15 33,4.4,"98 Rue nationale, 57230 Éguelshardt, France",49.0046557,7.50324040069633
Boucherie Charcuterie Traiteur Iller,"43 Rte de Dachstein, 67120 Molsheim, France",+33 3 90 40 96 88,4.3,"43 Rte de Dachstein, 67120 Molsheim, France",48.5446081,7.5073315
Sarl la Fourchette Du Mineur,"79 Rue Clemenceau, 57440 Algrange, France",+33 3 82 84 31 17,4.1,"79 Rue Clemenceau, 57440 Algrange, France",49.356657,6.046592
Made In Lebanon,"5 Rue Gabriel Péri, 54110 Varangéville, France",+33 7 71 71 44 22,4.9,"5 Rue Gabriel Péri, 54110 Varangéville, France",48.636429624738916,6.312802235299079
LE GAIGNE CHEZ VOUS,"19 Rue Saint-Léon, 54115 Fécocourt, France",+33 6 14 74 03 92,5.0,"19 Rue Saint-Léon, 54115 Fécocourt, France",48.4024724,6.0048392
Boucherie Charcuterie Traiteur Haas,"10 Rue des Martyrs de la Résistance, 57950 Montigny-lès-Metz, France",+33 3 87 63 94 07,4.4,"10 Rue des Martyrs de la Résistance, 57950 Montigny-lès-Metz, France",49.1001353,6.1543703
Petit Fermier Traiteur,"139 Rue des Arts, 59100 Roubaix, France",+33 3 20 43 91 20,4.9,"139 Rue des Arts, 59100 Roubaix, France",50.6896132,3.1628028
Saveurs et Chef traiteur,"1 Rue De Thouart, 59242 Cappelle-en-Pévèle, France",+33 6 87 59 75 58,4.9,"1 Rue De Thouart, 59242 Cappelle-en-Pévèle, France",50.49889715382246,3.1626971059978457
La Pôelée Gourmande,"3 Rue Jacques Duclos, 62680 Méricourt, France",+33 6 81 67 89 35,4.6,"3 Rue Jacques Duclos, 62680 Méricourt, France",50.408045,2.885042
Les délices de Stéphane,"79 Rue Arthur Lamendin, 62430 Sallaumines, France",+33 6 50 83 86 45,4.9,"79 Rue Arthur Lamendin, 62430 Sallaumines, France",50.421281871169846,2.857216712798968
Délice réception traiteur mariage Nord Pas de Calais,"28 Rue des Laboureurs, 62880 Estevelles, France",+33 6 03 04 49 57,4.9,"28 Rue des Laboureurs, 62880 Estevelles, France",50.47887247428119,2.9094617098400213
Bonsigne,"121 Rue Chanzy, 59800 Lille, France",+33 3 66 76 98 60,4.9,"121 Rue Chanzy, 59800 Lille, France",50.6242017,3.0959063
Olivier Traiteur,"17 Rue Jules Ferry, 59252 Marquette-en-Ostrevant, France",+33 3 27 33 53 79,4.7,"17 Rue Jules Ferry, 59252 Marquette-en-Ostrevant, France",50.28750659287126,3.2690056915709835
Traiteur La poêle du batelier,"Rue Gauthier, 59400 Cambrai, France",+33 6 69 28 66 30,4.9,"Rue Gauthier, 59400 Cambrai, France",50.15922620840396,3.263925586812692
Lebrun Traiteur,"197 F Rue du Général Koenig, 59136 Wavrin, France",+33 3 20 58 81 92,4.7,"197 F Rue du Général Koenig, 59136 Wavrin, France",50.56686839914857,2.9292143660337167
My Traiteur,"34 Rue Joseph Dollet, 59277 Rieux-en-Cambrésis, France",+33 6 66 30 01 24,5.0,"34 Rue Joseph Dollet, 59277 Rieux-en-Cambrésis, France",50.204268656712934,3.349843876524262
La Ch'tite Cuisine d'Angèle - Traiteur et plats à emporter,"305 Rue de la Chapelle, 62890 Recques-sur-Hem, France",+33 6 17 01 23 57,5.0,"305 Rue de la Chapelle, 62890 Recques-sur-Hem, France",50.84600408587321,2.1047266361328387
Du Soleil dans la Cuisine Lille,"27 Rue Félix Faure, 59520 Marquette-lez-Lille, France",+33 6 06 93 04 09,4.8,"27 Rue Félix Faure, 59520 Marquette-lez-Lille, France",50.6693414,3.0563439
A la fine bouche,"6 Av. de l'Hermitage, 62223 Saint-Laurent-Blangy, France",+33 3 21 71 34 29,4.6,"6 Av. de l'Hermitage, 62223 Saint-Laurent-Blangy, France",50.29721586456971,2.8095786768963356
AG TRAITEUR ET EVENEMENTS,"37b Rue de Faches, 59175 Vendeville, France",+33 6 59 91 87 17,5.0,"37b Rue de Faches, 59175 Vendeville, France",50.57778949726164,3.077850103412951
Traiteur Depret,"343 Rue nationale, 62290 Nœux-les-Mines, France",+33 3 21 26 38 36,4.5,"343 Rue nationale, 62290 Nœux-les-Mines, France",50.472853710906776,2.668095569626731
Vanheule Stéphane - Les Salons de l'Ostrevent,"16 Rue de Vitry, 62490 Sailly-en-Ostrevent, France",+33 3 21 24 27 35,4.7,"16 Rue de Vitry, 62490 Sailly-en-Ostrevent, France",50.29839647893971,2.99375265738594
TRAITEUR LA FOLLE BOUCHEE,"12 Rue de l'Église, 59230 Saint-Amand-les-Eaux, France",+33 3 27 14 57 45,4.6,"12 Rue de l'Église, 59230 Saint-Amand-les-Eaux, France",50.44663915205525,3.430678453278103
Ô Brio Des Saveurs,"79 Rue Jean de la Fontaine, 59880 Saint-Saulve, France",+33 6 17 97 96 69,5.0,"79 Rue Jean de la Fontaine, 59880 Saint-Saulve, France",50.3718851522036,3.564977834221654
Mes Petites Gourmandy's,"46 Rue du Général Leclerc, 59480 La Bassée, France",+33 7 81 96 28 51,4.3,"46 Rue du Général Leclerc, 59480 La Bassée, France",50.53215210997933,2.809473106954868
La Compagnie de Charlie,"25 Bd de Mulhouse, 59100 Roubaix, France",+33 7 62 58 30 71,4.9,"25 Bd de Mulhouse, 59100 Roubaix, France",50.684479,3.192168
