name,address_full,phone_number,rating,category,clean_address,latitude,longitude
The Manor of My Father,"The Manor of My Father, Frm de la Glazière, 77820 Les Écrennes, France",+33 1 60 69 41 84,4,Event venue," Frm de la Glazière, 77820 Les Écrennes, France",48.502173049999996,2.8396753649168405
Le domaine du Ruisseau,"Le domaine du Ruisseau, 896 za, La Tuilière, 69510 Thurins, France",+33 6 18 14 64 22,"4,5",Function room facility," La Tuilière, 69510 Thurins, France",45.677226,4.654539
Salle Le Diamant,"Salle Le Diamant, 7 Rue Charles François Daubigny, 95870 Bezons, France",+33 7 87 21 57 25,"4,6",Event venue," 7 Rue Charles François Daubigny, 95870 Bezons, France",48.91384311408345,2.2022299640659724
Le Colombier du Manoir,"Le Colombier du Manoir, lieu-dit, 6 route de Teurteville, Le Manoir, 14710 Mandeville-en-Bessin, France",+33 6 76 21 28 63,"4,8",Wedding venue," Le Manoir, 14710 Mandeville-en-Bessin, France",49.3148712,-0.8686933
La Closerie de Montgermont,"La Closerie de Montgermont, 16 Rue de Montgermont, 77310 Pringy, France",+33 1 64 37 39 68,"4,7",Wedding venue," 16 Rue de Montgermont, 77310 Pringy, France",48.514971026564105,2.53915698033184
Le Saphir,"Le Saphir, 47 Rte de Goussainville, 95190 Fontenay-en-Parisis, France",+33 6 20 25 46 76,"3,9",Wedding venue," 47 Rte de Goussainville, 95190 Fontenay-en-Parisis, France",49.0420259,2.4517426110450775
Salon La Belle Alliance,"Salon La Belle Alliance, 5 Rue Charles Michels, 95100 Argenteuil, France",+33 1 34 10 19 97,4,Festival hall," 5 Rue Charles Michels, 95100 Argenteuil, France",48.94861948244493,2.2112792042863063
Manoir de Tigeaux,"Manoir de Tigeaux, 60 D20, 77163 Tigeaux, France",+33 6 52 76 78 46,"4,2",Function room facility," 60 D20, 77163 Tigeaux, France",48.8260028,2.9012773
domaine des 3 voyages,"domaine des 3 voyages, 7 Rue de Pacy, 27640 Merey, France",+33 6 32 09 82 15,"4,9",Event venue," 7 Rue de Pacy, 27640 Merey, France",48.96178350020777,1.4084322733983587
Sen Sabai Salle de Réception,"Sen Sabai Salle de Réception, 6 bis Rue de la Noue Guimante, 77400 Saint-Thibault-des-Vignes, France",+33 7 82 90 66 65,"4,9",Event venue," 6 bis Rue de la Noue Guimante, 77400 Saint-Thibault-des-Vignes, France",48.86888039536492,2.676599085038762
Les Salons Hoche,"Les Salons Hoche, 9 Av. Hoche, 75008 Paris, France",+33 1 53 53 93 93,"4,4",Event venue," 9 Av. Hoche, 75008 Paris, France",48.8772209,2.3037551
The Marolles Garden,"The Marolles Garden, 2 Rue du Vallon, 94440 Marolles-en-Brie, France",+33 6 12 93 90 18,"4,3",Event venue," 2 Rue du Vallon, 94440 Marolles-en-Brie, France",48.7268448,2.5384602
Domaine du Petit Varennes,"Domaine du Petit Varennes, 62 Rue du Mal Leclerc, 89140 Serbonnes, France",+33 7 84 56 63 99,"4,8",Event venue," 62 Rue du Mal Leclerc, 89140 Serbonnes, France",48.319560151965135,3.206374287920202
Salle Neila Maya,"Salle Neila Maya, 43 Rue Léon Jouhaux, 78500 Sartrouville, France",+33 6 18 51 18 49,"4,5",Event venue," 43 Rue Léon Jouhaux, 78500 Sartrouville, France",48.945407,2.185433
"Le Corps de Garde: location salle de réception, mariages, séminaire, cérémonie laïque (Oise 60)","Le Corps de Garde: location salle de réception, mariages, séminaire, cérémonie laïque (Oise 60), 4 Rue Driard, 60530 Neuilly-en-Thelle, France",+33 3 44 26 72 26,"4,5",Wedding venue," 4 Rue Driard, 60530 Neuilly-en-Thelle, France",49.2233884,2.285114
Salle de Réception Matecaña,"Salle de Réception Matecaña, 211-213, Rue Paul et Camille Thomoux, 93330 Neuilly-sur-Marne, France",+33 6 65 29 71 34,"4,7",Event venue," Rue Paul et Camille Thomoux, 93330 Neuilly-sur-Marne, France",48.8616400901282,2.53024805224495
le Moulin de Mourette,"le Moulin de Mourette, 88 Av. de Rebais, 77260 La Ferté-sous-Jouarre, France",+33 6 98 16 65 89,"4,6",Event venue," 88 Av. de Rebais, 77260 La Ferté-sous-Jouarre, France",48.93727941287462,3.1297005160976905
Berfin Réception,"Berfin Réception, 18 Rue Edouard Aubert, 91700 Fleury-Mérogis, France",+33 6 68 18 25 12,"4,2",Event venue," 18 Rue Edouard Aubert, 91700 Fleury-Mérogis, France",48.62313264120713,2.3655542689950817
Domaine de la Rigalière,"Domaine de la Rigalière, 48 Le Plessis Salo, 85310 Rives de l'Yon, France",+33 6 52 52 93 05,"4,8",Function room facility," 48 Le Plessis Salo, 85310 Rives de l'Yon, France",46.6068525,-1.3305703
Salle la perle Sarcelles,"Salle la perle Sarcelles, 12 place de France, 95200 Sarcelles, France",+33 7 63 96 20 04,3,Function room facility," 12 place de France, 95200 Sarcelles, France",48.978330016840665,2.3782424375672857
Le Trèfle Orangerie,"Le Trèfle Orangerie, Rte de Dourdan, 78730 Sainte-Mesme, France",+33 6 52 75 88 36,"4,1",Event venue," Rte de Dourdan, 78730 Sainte-Mesme, France",48.52733296181432,1.9732456316829416
Ulysse Salles,"Ulysse Salles, 11 Av. Clément Ader, 77610 Fontenay-Trésigny, France",+33 6 64 80 54 78,4,Function room facility," 11 Av. Clément Ader, 77610 Fontenay-Trésigny, France",48.70120888100788,2.887171014920104
Salle de Réception Le Prestige,"Salle de Réception Le Prestige, 9 Rue Charles François Daubigny, 95870 Bezons, France",+33 7 87 21 57 25,"4,6",Event venue," 9 Rue Charles François Daubigny, 95870 Bezons, France",48.91384311408345,2.2022299640659724
La Palmeraie,"La Palmeraie, 20 Rue du Colonel Pierre Avia, 75015 Paris, France",+33 1 44 26 01 00,4,Event venue," 20 Rue du Colonel Pierre Avia, 75015 Paris, France",48.83076391959255,2.2768014491051694
La Tonnelle,"La Tonnelle, 12 Rue Victor Hugo, 95200 Sarcelles, France",+33 1 39 94 94 99,"3,9",Banquet hall," 12 Rue Victor Hugo, 95200 Sarcelles, France",49.042914,2.5029559999999997
La Grange de Montmartre,"La Grange de Montmartre, 4 bis Rue de Meaux, 60810 Barbery, France",+33 3 44 54 41 11,"3,9",Event venue," 4 bis Rue de Meaux, 60810 Barbery, France",49.22227136393728,2.6698115292823483
Auberge du Port,"Auberge du Port, 14 Quai Boubou Dado, 78780 Maurecourt, France",+33 6 60 13 80 36,"4,2",Function room facility," 14 Quai Boubou Dado, 78780 Maurecourt, France",48.9960913,2.0688537
Green Diamond,"Green Diamond, 56 Rue Clément et Lucien Matheron, 95190 Goussainville, France",+33 6 82 80 31 73,"4,1",Event venue," 56 Rue Clément et Lucien Matheron, 95190 Goussainville, France",49.02304065,2.4609991
Domaine Fon de Rey,"Domaine Fon de Rey, Av. de Pézenas, 34810 Pomérols, France",+33 4 67 77 08 56,"4,6",Event venue," Av. de Pézenas, 34810 Pomérols, France",43.393106720187006,3.4984381940625946
Chateau de Bourguignon,"Chateau de Bourguignon, Château de bourguignon, Rue de Montereau, 77370 Fontains, France",+33 1 89 70 77 16,4,Event venue," Rue de Montereau, 77370 Fontains, France",48.52102669102354,3.031557117129606
Château de Beaulieu sur Seine - Trévisan Sylvain,"Château de Beaulieu sur Seine - Trévisan Sylvain, 1462 Rue de Seine, 77350 Boissise-la-Bertrand, France",+33 6 89 16 51 63,"4,1",Event venue," 1462 Rue de Seine, 77350 Boissise-la-Bertrand, France",48.534385250361524,2.5686252930526225
Le Prieuré De Vernelle,"Le Prieuré De Vernelle, Le Prieuré de Vernelle, Rte d'Évry, 77166, France",+33 6 08 25 35 30,"4,1",Event venue," Rte d'Évry, 77166, France",48.6621444745334,2.626015764762203
The Stable of Véronge,"The Stable of Véronge, Étable de Véronge, 4, 77320 La Chapelle-Moutils, France",+33 6 09 65 62 73,"4,7",Event venue," 4, 77320 La Chapelle-Moutils, France",48.7753439,3.3915249
Domaine du patis,"Domaine du patis, 27140 Amécourt, France",+33 6 89 54 09 01,"4,4",Event venue,"Domaine du patis, 27140 Amécourt, France",49.3803229,1.7310704
Le Clos Magnitot,"Le Clos Magnitot, Hameau de Magnitot, 1 rue du Prieuré, 95420 Saint-Gervais, France",+33 6 64 89 87 57,"4,5",Event venue," 1 rue du Prieuré, 95420 Saint-Gervais, France",49.167462735543786,1.739246686649313
"Salle de Réception, Séminaire, Mariage Val de Marne 94 - Salle C Royal","Salle de Réception, Séminaire, Mariage Val de Marne 94 - Salle C Royal, 23 Rue Léon Geffroy, 94400 Vitry-sur-Seine, France",+33 6 18 58 38 87,"3,8",Function room facility," 23 Rue Léon Geffroy, 94400 Vitry-sur-Seine, France",48.77602,2.408818
Le Diamant 91,"Le Diamant 91, 01 Rue Henri Dunant, 91800 Bondoufle, France",+33 6 81 53 84 80,"4,2",Event venue," 01 Rue Henri Dunant, 91800 Bondoufle, France",48.60556562858021,2.3665211624897258
Pavillon Dauphine,"Pavillon Dauphine, Pl. du Maréchal de Lattre de Tassigny, 75116 Paris, France",+33 1 44 38 78 68,"4,5",Event venue," Pl. du Maréchal de Lattre de Tassigny, 75116 Paris, France",48.87187421866315,2.2755497061279235
Le Bon Temps,"Le Bon Temps, 20 Av. du Bosquet, 95560 Baillet-en-France, France",+33 1 34 69 99 49,"3,9",Festival hall," 20 Av. du Bosquet, 95560 Baillet-en-France, France",49.06124112349037,2.326708011841968
L’Apolline,"L’Apolline, 483 Av. de Sainte-Apolline, 78370 Plaisir, France",+33 6 12 27 88 20,"4,4",Wedding venue," 483 Av. de Sainte-Apolline, 78370 Plaisir, France",48.7982566,1.9551329
Pépic salle de réception,"Pépic salle de réception, 75 Rue des Chardonnerets, 77340 Pontault-Combault, France",+33 6 89 52 03 35,"4,8",Event venue," 75 Rue des Chardonnerets, 77340 Pontault-Combault, France",48.78064343216058,2.5929850690080247
Bona Venture - Domaine des Aulnaies,"Bona Venture - Domaine des Aulnaies, 25 Rue des Moulins, 95510 Amenucourt, France",+33 6 07 29 61 58,"4,9",Function room facility," 25 Rue des Moulins, 95510 Amenucourt, France",49.09246749040261,1.6259157688993455
La Mavelynière,"La Mavelynière, 17 Rue du Village, 28300 Poisvilliers, France",+33 6 09 58 07 26,"4,8",Guest house," 17 Rue du Village, 28300 Poisvilliers, France",48.50980408727267,1.4693922040952367
"Château de la Présidente : location de salle, réceptions, mariages","Château de la Présidente : location de salle, réceptions, mariages, Château de la présidente route Toulon, D43, 83170 Brignoles, France",+33 6 99 14 13 77,"4,3",Wedding venue," D43, 83170 Brignoles, France",43.4064401,6.0616452
Salon Gala,"Salon Gala, 8 Rue Fernand Léger, 95480 Pierrelaye, France",+33 7 64 35 95 95,"4,3",Function room facility," 8 Rue Fernand Léger, 95480 Pierrelaye, France",49.006110705776955,2.1742277224213065
L'olivier,"L'olivier, 10 Av. Ferdinand de Lesseps, 91420 Morangis, France",+33 6 50 83 32 30,"4,6",Festival hall," 10 Av. Ferdinand de Lesseps, 91420 Morangis, France",48.69659686029475,2.337308222428886
Salon Malar,"Salon Malar, 5 Rue Eugène Freyssinet, 77270 Villeparisis, France",+33 6 46 58 04 41,"4,1",Event venue," 5 Rue Eugène Freyssinet, 77270 Villeparisis, France",48.94851481104292,2.623522297452986
La Ferme Champêtre des Carneaux,"La Ferme Champêtre des Carneaux, 43 Rue François Mauriac, 95470 Vémars, France",+33 6 06 89 17 90,"4,9",Event venue," 43 Rue François Mauriac, 95470 Vémars, France",49.07080661408093,2.5730762848705764
El Dorado Palace,"El Dorado Palace, 120 Rue des Madeleines, 77100 Mareuil-lès-Meaux, France",+33 6 95 97 33 03,"3,7",Function room facility," 120 Rue des Madeleines, 77100 Mareuil-lès-Meaux, France",48.93915908524008,2.875614238003933
Salle des fêtes Pierre Mendès-France,"Salle des fêtes Pierre Mendès-France, 7 Rue Louis Aragon, 60600 Fitz-James, France",+33 3 44 68 20 00,"4,1",Event venue," 7 Rue Louis Aragon, 60600 Fitz-James, France",49.39162813779778,2.4196740995265094
La Grange aux Boeufs,"La Grange aux Boeufs, Hameau de Givry, 8 Imp. de Givry, 77970 Pécy, France",+33 6 49 80 06 16,"4,6",Cottage," 8 Imp. de Givry, 77970 Pécy, France",48.63462109048442,3.066551065767653
Espace Nova,"Espace Nova, 8 Rue Fernand Léger, 95220 Pierrelaye, France",+33 7 64 35 95 95,"3,5",Event venue," 8 Rue Fernand Léger, 95220 Pierrelaye, France",49.006110705776955,2.1742277224213065
Vogue Events,"Vogue Events, 3 Av. des Chaumes, 78180 Montigny-le-Bretonneux, France",+33 7 44 80 72 33,"4,2",Festival hall," 3 Av. des Chaumes, 78180 Montigny-le-Bretonneux, France",48.778727,2.024537
L'Orée du Stade,"L'Orée du Stade, 20 Rue Génin, 93200 Saint-Denis, France",+33 1 49 17 54 91,"3,5",Function room facility," 20 Rue Génin, 93200 Saint-Denis, France",48.928827,2.3533972457518475
Location de salle à Paris - Les Salons Parisiens,"Location de salle à Paris - Les Salons Parisiens, 12 Rue La Fayette, 75009 Paris, France",+33 6 20 51 01 15,"4,6",Function room facility," 12 Rue La Fayette, 75009 Paris, France",48.8733626,2.3346942
Palais des Roses - Sasu Traiteur Sassi,"Palais des Roses - Sasu Traiteur Sassi, 328 Rue de Flins, 78410 Bouafle, France",+33 7 61 23 15 15,"4,6",Festival hall," 328 Rue de Flins, 78410 Bouafle, France",48.9684899,1.9003199
Park Plazza,"Park Plazza, 43 Rue Saint-André, 93000 Bobigny, France",+33 6 64 05 99 19,"4,6",Event venue," 43 Rue Saint-André, 93000 Bobigny, France",48.902592353759445,2.4236198515606633
Le Pavillon Passy,"Le Pavillon Passy, 6 Rue Faustin Hélie, 75116 Paris, France",+33 6 22 15 87 83,"4,7",Event venue," 6 Rue Faustin Hélie, 75116 Paris, France",48.8594299,2.2764789
1001 Salles - Prestataires événementiels,"1001 Salles - Prestataires événementiels, 11 Rue Maurice Grandcoing, 94200 Ivry-sur-Seine, France",+33 1 78 12 01 60,"4,1",Event management company," 11 Rue Maurice Grandcoing, 94200 Ivry-sur-Seine, France",48.8139541,2.392346
Le Paradis d'Anjelina,"Le Paradis d'Anjelina, 12 Av. de Paris, 91790 Boissy-sous-Saint-Yon, France",+33 6 64 71 60 92,"4,6",Event venue," 12 Av. de Paris, 91790 Boissy-sous-Saint-Yon, France",48.55447167447482,2.2215994705041666
DOR,"DOR, 8 Rue de la Longueraie, 91270 Vigneux-sur-Seine, France",+33 6 87 85 66 31,"4,9",Event venue," 8 Rue de la Longueraie, 91270 Vigneux-sur-Seine, France",48.7123154,2.4408666
La Grange du Tertre,"La Grange du Tertre, 4 Rue de l'Église, 77930 Chailly-en-Bière, France",+33 6 21 09 41 03,"3,8",Event venue," 4 Rue de l'Église, 77930 Chailly-en-Bière, France",48.46650764224525,2.607686186777219
Chateau Hermitage De Combas,"Chateau Hermitage De Combas, Chateau Hermitage de Combas, 34290 Servian, France",+33 4 67 21 28 78,"4,4",Hotel," Chateau Hermitage de Combas, 34290 Servian, France",43.4371024,3.3287025
Le Moulin des Noues,"Le Moulin des Noues, 8 Rue du Moulin des Noués, 91840 Soisy-sur-École, France",+33 6 64 90 64 24,"4,7",Cottage," 8 Rue du Moulin des Noués, 91840 Soisy-sur-École, France",48.470829,2.505882
Baccara,"Baccara, 61 Rue Saint-André, 93000 Bobigny, France",+33 6 64 05 99 19,"4,7",Event venue," 61 Rue Saint-André, 93000 Bobigny, France",48.902592353759445,2.4236198515606633
STUDIO JENNY,"STUDIO JENNY, 1 Av. Jenny, 92000 Nanterre, France",+33 1 47 84 83 45,"4,3",Event venue," 1 Av. Jenny, 92000 Nanterre, France",48.8993124,2.23027255
Domaines & événements,"Domaines & événements, 24 Rue du Gouverneur Général Éboué, 92130 Issy-les-Moulineaux, France",+33 1 40 67 67 20,"4,3",Event venue," 24 Rue du Gouverneur Général Éboué, 92130 Issy-les-Moulineaux, France",48.827249,2.2709353
Le Cristal,"Le Cristal, 4 Av. des Entrepreneurs, 95400 Villiers-le-Bel, France",+33 6 64 95 86 14,"4,6",Event venue," 4 Av. des Entrepreneurs, 95400 Villiers-le-Bel, France",48.99942435,2.390709519251412
Salle des fêtes de Crépy-en-Valois,"Salle des fêtes de Crépy-en-Valois, 25 Rue nationale, 60800 Crépy-en-Valois, France",+33 3 44 59 06 53,"4,1",Event venue," 25 Rue nationale, 60800 Crépy-en-Valois, France",49.2357301,2.8873019
Château de Fleury-la-Forêt,"Château de Fleury-la-Forêt, 4 Rte de Lyons, 27480 Fleury-la-Forêt, France",+33 2 32 49 63 91,"4,4",Event venue," 4 Rte de Lyons, 27480 Fleury-la-Forêt, France",49.41883259200473,1.554462754511781
Le Domaine du Plessis Luzarches,"Le Domaine du Plessis Luzarches, 4 Rue du Moulin, 95270 Le Plessis-Luzarches, France",+33 6 75 54 98 34,"4,9",Event venue," 4 Rue du Moulin, 95270 Le Plessis-Luzarches, France",49.09878361904776,2.452149835574842
Le Pavillon d'Elsa,"Le Pavillon d'Elsa, 17 Rue de la Mare Poissy, 95380 Villeron, France",+33 7 62 97 68 04,"3,6",Function room facility," 17 Rue de la Mare Poissy, 95380 Villeron, France",49.06144924075655,2.525896564462179
Le Diadème Lisses,"Le Diadème Lisses, 22 Rue du Bel air, 91090 Lisses, France",+33 6 77 75 52 01,"3,4",Event venue," 22 Rue du Bel air, 91090 Lisses, France",48.597079,2.4350970416666655
Salle des mariages - Salle de la Charte,"Salle des mariages - Salle de la Charte, Bd Résistance et Déportation, 49100 Angers, France",+33 2 41 05 40 00,5,Wedding venue," Bd Résistance et Déportation, 49100 Angers, France",47.470890939362015,-0.5472377743441024
The Place Rooftop,"The Place Rooftop, 58 Rue Bernard, 93000 Bobigny, France",+33 6 64 05 92 64,"4,6",Festival hall," 58 Rue Bernard, 93000 Bobigny, France",48.90265353120598,2.4269560235849412
Art D'oise Salon Organization Event Marriage Team Building Room Rental Seminar Catering 60 Saint-Maximin,"Art D'oise Salon Organization Event Marriage Team Building Room Rental Seminar Catering 60 Saint-Maximin, 5 Rue Marie Curie, 60740 Saint-Maximin, France",+33 6 10 86 16 37,"3,6",Function room facility," 5 Rue Marie Curie, 60740 Saint-Maximin, France",49.2389003,2.4585514
Salon du Mariage et des évènements de Coulommiers,"Salon du Mariage et des évènements de Coulommiers, 77 Rue du Général Leclerc, 77120 Coulommiers, France",+33 6 88 87 30 36,5,Exhibition planner," 77 Rue du Général Leclerc, 77120 Coulommiers, France",48.81154240051681,3.0791102544138997
Salle Dream Herblay,"Salle Dream Herblay, 423 Rue de Conflans, 95220 Herblay-sur-Seine, France",+33 6 15 02 28 68,"4,7",Event venue," 423 Rue de Conflans, 95220 Herblay-sur-Seine, France",48.99468616207861,2.155933046356944
Salle l’esterel,"Salle l’esterel, 5 Rue Antoine-Laurent de Lavoisier, 60550 Verneuil-en-Halatte, France",+33 7 82 67 96 65,"4,2",Event venue," 5 Rue Antoine-Laurent de Lavoisier, 60550 Verneuil-en-Halatte, France",49.27201940652637,2.504048746553478
View Seine - H10 Rentals,"View Seine - H10 Rentals, Hangar, 10 Quai Ferdinand de Lesseps, 76000 Rouen, France",+33 2 32 10 78 38,"4,1",Function room facility," 10 Quai Ferdinand de Lesseps, 76000 Rouen, France",49.4444749,1.0679395
Cellier Saint Paul,"Cellier Saint Paul, 14 Rue des Jardins Saint-Paul, 75004 Paris, France",+33 6 59 60 11 95,"4,4",Event planner," 14 Rue des Jardins Saint-Paul, 75004 Paris, France",48.8532379,2.3604758
Biotiful Traiteur / Salle de réception,"Biotiful Traiteur / Salle de réception, 6 Av. de la Mauldre, 78680 Épône, France",+33 1 30 95 46 62,"4,2",Event venue," 6 Av. de la Mauldre, 78680 Épône, France",48.960738,1.813819
La Ferme de l'Avenir,"La Ferme de l'Avenir, Ferme de l'Avenir, 77890 Gironville, France",+33 6 73 18 12 43,"4,3",Event venue," Ferme de l'Avenir, 77890 Gironville, France",48.158717,2.5280437
Mission Mariage,"Mission Mariage, 74 Rue Dunois, 75013 Paris, France",+33 1 43 64 23 70,"4,8",Wedding planner," 74 Rue Dunois, 75013 Paris, France",48.83338905,2.366206918807765
Fête In France,"Fête In France, 17 Rue du Temple, 75004 Paris, France",+33 1 44 61 54 33,5,Wedding planner," 17 Rue du Temple, 75004 Paris, France",48.8585832,2.3533206
Salle des Fêtes,"Salle des Fêtes, 10 Rue de Dreux, 28500 Luray, France",+33 2 37 46 51 95,"3,8",Event venue," 10 Rue de Dreux, 28500 Luray, France",48.72691462085369,1.3901182263265788
La Verrière Insolite,"La Verrière Insolite, 50 Rue Louis Wallon, 60300 Apremont, France",+33 9 72 57 49 72,"3,4",Event venue," 50 Rue Louis Wallon, 60300 Apremont, France",49.2242899,2.5066894
"Une Salle A Paris (location salle paris, privatisation salle paris)","Une Salle A Paris (location salle paris, privatisation salle paris), 23 Pass. de la Main d'Or, 75011 Paris, France",+33 7 81 29 45 72,"4,9",Event management company," 23 Pass. de la Main d'Or, 75011 Paris, France",48.8531037,2.3784234
Location de salle de réception à Paris,"Location de salle de réception à Paris, 4 Rue du Départ, 75015 Paris, France",+33 1 43 35 29 87,2,Hall," 4 Rue du Départ, 75015 Paris, France",48.84226031662537,2.322870062375203
Dom Traiteur Ile De France - Traiteur 77,"Dom Traiteur Ile De France - Traiteur 77, 294C Rte de Ponthierry, 77190 Dammarie-les-Lys, France",+33 1 89 43 02 91,"4,6",Caterer," 294C Rte de Ponthierry, 77190 Dammarie-les-Lys, France",48.50596363869144,2.6068363826190155
Wedding in the Air,"Wedding in the Air, 102 Av. des Champs-Élysées, 75008 Paris, France",+33 6 86 74 87 18,"4,8",Wedding planner," 102 Av. des Champs-Élysées, 75008 Paris, France",48.8719325,2.3023975
Great Weddings in France,"Great Weddings in France, Domaine de Savigny, 58330 Saint-Saulge, France",+33 6 27 45 17 48,5,Wedding planner," Domaine de Savigny, 58330 Saint-Saulge, France",47.09824,3.5314902081442474
